Cycle,RUL,SOH
1314,324,0.907287545
1315,323,0.907148555
1316,322,0.906988873
1317,321,0.906798891
1318,320,0.9067123
1319,319,0.906519727
1320,318,0.906384427
1321,317,0.906217855
1322,316,0.9060139
1323,315,0.905839745
1324,314,0.905664782
1325,313,0.905529964
1326,312,0.905347627
1327,311,0.905151418
1328,310,0.9049893
1329,309,0.904866182
1330,308,0.904729418
1331,307,0.904519991
1332,306,0.904376182
1333,305,0.904149682
1334,304,0.903948545
1335,303,0.903722318
1336,302,0.9035376
1337,301,0.903298473
1338,300,0.903163882
1339,299,0.902939009
1340,298,0.902697336
1341,297,0.902533582
1342,296,0.902303236
1343,295,0.902092836
1344,294,0.901893164
1345,293,0.901643527
1346,292,0.901446127
1347,291,0.901218
1348,290,0.900995945
1349,289,0.900765391
1350,288,0.900553136
1351,287,0.900321982
1352,286,0.900094182
1353,285,0.899846173
1354,284,0.899621409
1355,283,0.899347555
1356,282,0.8991125
1357,281,0.898838691
1358,280,0.898616418
1359,279,0.897279764
1360,278,0.898117636
1361,277,0.897842045
1362,276,0.897574209
1363,275,0.897302245
1364,274,0.897040045
1365,273,0.896778218
1366,272,0.896468164
1367,271,0.896179082
1368,270,0.895901755
1369,269,0.895625245
1370,268,0.895364882
1371,267,0.895074982
1372,266,0.894779564
1373,265,0.894480618
1374,264,0.894221664
1375,263,0.893913836
1376,262,0.893591427
1377,261,0.893292918
1378,260,0.892953982
1379,259,0.892704018
1380,258,0.892410982
1381,257,0.892095945
1382,256,0.891791527
1383,255,0.891491555
1384,254,0.891198409
1385,253,0.890857527
1386,252,0.890516045
1387,251,0.8901951
1388,250,0.8898657
1389,249,0.889514309
1390,248,0.889264673
1391,247,0.888896264
1392,246,0.888564591
1393,245,0.888257891
1394,244,0.887917064
1395,243,0.887572436
1396,242,0.887232527
1397,241,0.886926809
1398,240,0.886640764
1399,239,0.886305518
1400,238,0.8859565
1401,237,0.885685845
1402,236,0.885314945
1403,235,0.884973409
1404,234,0.884671427
1405,233,0.884358991
1406,232,0.883969118
1407,231,0.883708
1408,230,0.883349455
1409,229,0.882991827
1410,228,0.882621027
1411,227,0.882338445
1412,226,0.881989273
1413,225,0.881643291
1414,224,0.881299755
1415,223,0.880954918
1416,222,0.880608555
1417,221,0.880299973
1418,220,0.879930964
1419,219,0.879578973
1420,218,0.879280191
1421,217,0.878938927
1422,216,0.878582809
1423,215,0.8782428
1424,214,0.877854064
1425,213,0.877532418
1426,212,0.877179291
1427,211,0.876825991
1428,210,0.8764979
1429,209,0.876123364
1430,208,0.875795755
1431,207,0.875446745
1432,206,0.875093991
1433,205,0.8748067
1434,204,0.874428482
1435,203,0.874145082
1436,202,0.873761173
1437,201,0.872335755
1438,200,0.873098427
1439,199,0.8728094
1440,198,0.872433673
1441,197,0.872113436
1442,196,0.871783173
1443,195,0.871484336
1444,194,0.8711422
1445,193,0.870816545
1446,192,0.870515273
1447,191,0.870122209
1448,190,0.869844064
1449,189,0.869442873
1450,188,0.8691189
1451,187,0.868793782
1452,186,0.868404891
1453,185,0.868109082
1454,184,0.867763218
1455,183,0.867389709
1456,182,0.867083564
1457,181,0.866739909
1458,180,0.866376
1459,179,0.866041509
1460,178,0.865700409
1461,177,0.865343482
1462,176,0.865024491
1463,175,0.864670491
1464,174,0.864350309
1465,173,0.863970191
1466,172,0.863696555
1467,171,0.863348082
1468,170,0.862974091
1469,169,0.862660627
1470,168,0.8623458
1471,167,0.861960755
1472,166,0.861644909
1473,165,0.861301155
1474,164,0.860936855
1475,163,0.860601336
1476,162,0.860295027
1477,161,0.859893073
1478,160,0.859602527
1479,159,0.859295291
1480,158,0.858935282
1481,157,0.858645709
1482,156,0.8583116
1483,155,0.858038336
1484,154,0.857654055
1485,153,0.857329155
1486,152,0.856954673
1487,151,0.856632973
1488,150,0.856276318
1489,149,0.855937545
1490,148,0.855552718
1491,147,0.8552638
1492,146,0.854939218
1493,145,0.854594655
1494,144,0.854254745
1495,143,0.853898255
1496,142,0.853569618
1497,141,0.853273218
1498,140,0.852924909
1499,139,0.852576327
1500,138,0.852218327
1501,137,0.851866873
1502,136,0.8515429
1503,135,0.851180227
1504,134,0.850878845
1505,133,0.8505262
1506,132,0.850196209
1507,131,0.849861609
1508,130,0.8495495
1509,129,0.849218373
1510,128,0.848848818
1511,127,0.848537091
1512,126,0.848188509
1513,125,0.847870709
1514,124,0.847544945
1515,123,0.847174473
1516,122,0.846832182
1517,121,0.846467345
1518,120,0.846137673
1519,119,0.845762218
1520,118,0.845432336
1521,117,0.845103318
1522,116,0.844782427
1523,115,0.844450109
1524,114,0.844105427
1525,113,0.843800627
1526,112,0.843475191
1527,111,0.843114745
1528,110,0.842783882
1529,109,0.842405664
1530,108,0.842115282
1531,107,0.841732673
1532,106,0.841361118
1533,105,0.841019155
1534,104,0.840701136
1535,103,0.840333755
1536,102,0.839983336
1537,101,0.839631018
1538,100,0.839327627
1539,99,0.839011827
1540,98,0.838650791
1541,97,0.8383085
1542,96,0.837965391
1543,95,0.837637945
1544,94,0.837306491
1545,93,0.836959373
1546,92,0.836576655
1547,91,0.836246773
1548,90,0.835875545
1549,89,0.835509845
1550,88,0.835132218
1551,87,0.8347611
1552,86,0.834401627
1553,85,0.834058845
1554,84,0.833650718
1555,83,0.833341855
1556,82,0.832942782
1557,81,0.832595991
1558,80,0.832185309
1559,79,0.831805518
1560,78,0.831507718
1561,77,0.831108745
1562,76,0.830718064
1563,75,0.8303936
1564,74,0.830000909
1565,73,0.829602373
1566,72,0.829232873
1567,71,0.828822745
1568,70,0.828516864
1569,69,0.828122391
1570,68,0.827781018
1571,67,0.827386918
1572,66,0.827009891
1573,65,0.826590118
1574,64,0.826217209
1575,63,0.825799645
1576,62,0.825417582
1577,61,0.825032918
1578,60,0.824619427
1579,59,0.824202464
1580,58,0.823814109
1581,57,0.823464773
1582,56,0.823037191
1583,55,0.822654909
1584,54,0.822307627
1585,53,0.821891427
1586,52,0.821511636
1587,51,0.821120955
1588,50,0.820688555
1589,49,0.820351727
1590,48,0.819904964
1591,47,0.819525991
1592,46,0.819121655
1593,45,0.818709464
1594,44,0.818277218
1595,43,0.817893418
1596,42,0.817454727
1597,41,0.817084045
1598,40,0.816654836
1599,39,0.816212245
1600,38,0.815822155
1601,37,0.815361309
1602,36,0.814941364
1603,35,0.814542064
1604,34,0.814104409
1605,33,0.813654282
1606,32,0.813202264
1607,31,0.811626636
1608,30,0.812344227
1609,29,0.811952627
1610,28,0.811511545
1611,27,0.811049073
1612,26,0.810624636
1613,25,0.810173745
1614,24,0.8098022
1615,23,0.809378836
1616,22,0.808950173
1617,21,0.808490109
1618,20,0.808062377
1619,19,0.807623693
1620,18,0.807203538
1621,17,0.806773169
1622,16,0.806326066
1623,15,0.805907879
1624,14,0.805471067
1625,13,0.80500972
1626,12,0.804570783
1627,11,0.804117582
1628,10,0.803689137
1629,9,0.80327895
1630,8,0.802867734
1631,7,0.802433135
1632,6,0.801993404
1633,5,0.801548234
1634,4,0.801135562
1635,3,0.800746268
1636,2,0.800440756
1637,1,0.800440756
